date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:54:11	105373/105373	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90c-19b9d%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html	(from )
00:54:12	121/121	---M-Z	200	added ('OK')	text/plain	date:Wed,%2002%20Aug%202023%2019:24:12%20GMT	https://ui-themez.smartinnovates.net/robots.txt		(from )
00:54:12	318/318	---MCZ	200	added ('OK')	image/x-icon	etag:W/%226473e917-13e%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/assets/imgs/favicon.ico	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/assets/imgs/favicon.ico	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:12	1315/1315	---MCZ	200	added ('OK')	text/css	etag:W/%226473e912-523%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/assets/css/plugins.css	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/assets/css/plugins.css	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:13	190291/190291	---MCZ	200	added ('OK')	text/css	etag:W/%2264bd5d10-2e753%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/assets/css/style.css	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/assets/css/style.css	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:13	3825/3825	---M--	200	added ('OK')	image/png	etag:%226473e918-ef1%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/assets/imgs/logo-light.png	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/assets/imgs/logo-light.png	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:13	93462/93462	---MCZ	200	added ('OK')	text/html	etag:W/%226474acab-16d16%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-main.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-main.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:13	115760/115760	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90c-1c430%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-corporate.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-corporate.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:14	104788/104788	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90d-19954%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-onepage.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-onepage.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:14	65245/65245	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90c-fedd%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-freelancer.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-freelancer.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:14	116129/116129	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90d-1c5a1%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-marketing-agency.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-marketing-agency.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:15	86641/86641	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90c-15271%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-creative-agency.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-creative-agency.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:15	107037/107037	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90d-1a21d%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-startup.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-startup.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:15	82149/82149	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90b-140e5%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-architecture.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/home-architecture.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:15	25787/25787	---MCZ	200	added ('OK')	text/html	etag:W/%226473e911-64bb%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-parallax-slider.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-parallax-slider.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:16	21890/21890	---MCZ	200	added ('OK')	text/html	etag:W/%226473e910-5582%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-frame-slider.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-frame-slider.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:16	24070/24070	---MCZ	200	added ('OK')	text/html	etag:W/%226473e910-5e06%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-circle-slider.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-circle-slider.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:16	26465/26465	---MCZ	200	added ('OK')	text/html	etag:W/%226473e910-6761%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-carousel.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-carousel.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:16	22511/22511	---MCZ	200	added ('OK')	text/html	etag:W/%226473e910-57ef%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-interactive-center-horizontal.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-interactive-center-horizontal.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:16	22397/22397	---MCZ	200	added ('OK')	text/html	etag:W/%226473e910-577d%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-interactive-center.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-interactive-center.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:17	31867/31867	---MCZ	200	added ('OK')	text/html	etag:W/%226473e911-7c7b%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-parallax.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/showcase-parallax.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:17	88358/88358	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90d-15926%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/page-about.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/page-about.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:17	57828/57828	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90e-e1e4%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/page-services.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/page-services.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:17	71341/71341	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90e-116ad%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/page-team.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/page-team.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:18	23295/23295	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90d-5aff%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/page-contact.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/page-contact.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:18	34218/34218	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90e-85aa%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-grid-2.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-grid-2.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:18	40148/40148	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90e-9cd4%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-grid-3.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-grid-3.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:19	38191/38191	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90e-952f%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-grid-4.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-grid-4.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:19	34219/34219	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90e-85ab%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-masonry-2.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-masonry-2.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:19	40150/40150	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90e-9cd6%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-masonry-3.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-masonry-3.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:20	39633/39633	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90e-9ad1%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-masonry-4.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-masonry-4.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:20	29402/29402	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90f-72da%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-metro.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-metro.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:20	28803/28803	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90f-7083%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-modern.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/portfolio-modern.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:20	33060/33060	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90f-8124%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/project-details1.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/project-details1.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:21	27176/27176	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90f-6a28%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/project-details2.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/project-details2.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:21	33427/33427	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90b-8293%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/blog-classic.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/blog-classic.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:21	29295/29295	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90b-726f%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/blog-list.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/blog-list.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:21	29858/29858	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90b-74a2%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/blog-half-img.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/blog-half-img.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:22	45282/45282	---MCZ	200	added ('OK')	text/html	etag:W/%226473e90b-b0e2%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/blog-details.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/blog-details.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
00:54:22	49039/49039	---MCZ	200	added ('OK')	text/html	etag:W/%226473e910-bf8f%22	https://ui-themez.smartinnovates.net/items/geekfolio/dark/shop-list.html	F:/httrack/geek-agency/ui-themez.smartinnovates.net/items/geekfolio/dark/shop-list.html	(from https://ui-themez.smartinnovates.net/items/geekfolio/dark/home-digital-agency.html)
